off1,off2,factor,chisqred
270,60,1.3182593009581176e-13,1.0816580309731214
80,54,1.3344980795524353e-13,1.0842735201260187
240,64,1.2947847931828137e-13,1.0856430493586164
230,58,1.2987288453277575e-13,1.0860295956683308
65,66,1.2943514617149465e-13,1.0909082058670199
265,66,1.3064203446117463e-13,1.0912579149616493
235,62,1.295427450640224e-13,1.0924499352755532
35,56,1.2869290690765755e-13,1.0939133104612466
265,56,1.3184372160388302e-13,1.0943706991542368
270,64,1.3131106664211089e-13,1.0943940562860885
85,60,1.333720939182223e-13,1.0952187156430284
85,62,1.3310269935553707e-13,1.0987239246587626
50,48,1.3060822724439674e-13,1.102139489786194
55,48,1.3116005079004548e-13,1.1059876747205235
260,54,1.3166981716386586e-13,1.1134396447676356
230,54,1.3019154298270686e-13,1.1152340574768234
85,58,1.3356699486821481e-13,1.1159974644531905
45,48,1.3015049887733142e-13,1.117323233842406
80,66,1.3164637555479043e-13,1.1209618862883177
240,52,1.3066340274978902e-13,1.1215544615282451
270,58,1.3201994605000247e-13,1.122055223002396
245,66,1.2938172385015873e-13,1.12386930548928
35,50,1.2939802266446562e-13,1.1242257098127817
60,48,1.3176377310873652e-13,1.1246199965277415
245,52,1.3089904621745905e-13,1.1247353928963948
40,60,1.282160097352424e-13,1.1275975435654009
45,62,1.2818182025810233e-13,1.1294704790652546
85,64,1.327584904153107e-13,1.1340236243874349
235,52,1.3048185399686018e-13,1.138755840876844
230,60,1.2956591039799895e-13,1.142222669899097
250,52,1.31169443873615e-13,1.1427488786742412
60,66,1.288030902039027e-13,1.1463189983719295
270,66,1.3099658472994211e-13,1.150879118367397
40,48,1.2978294736474776e-13,1.153343863461215
85,56,1.3370894283875573e-13,1.1600993585988661
65,48,1.3237393177736204e-13,1.1601586559836907
75,50,1.3323404623570494e-13,1.1621292813011388
35,58,1.282794258212244e-13,1.1658606665923423
255,68,1.2962965470247453e-13,1.1664898936080887
80,52,1.3354118339959912e-13,1.1684079828302882
260,68,1.299724042721895e-13,1.1684607593740222
50,64,1.2820075635377553e-13,1.1706835801361062
255,52,1.314862960539447e-13,1.1751659684301472
230,52,1.3027748779105624e-13,1.185290087063348
265,54,1.3200244286425604e-13,1.1878237890643852
270,56,1.3218068926931827e-13,1.1911839199828742
225,56,1.2980783654550904e-13,1.1933923276954985
265,68,1.3029264753177182e-13,1.1947301859530641
275,62,1.3187593812147037e-13,1.197586888071468
30,52,1.2901701483532487e-13,1.1980508324632415
235,64,1.291514153985882e-13,1.199680035987781
30,54,1.2876680178451922e-13,1.2012530883120087
85,66,1.3232153763814927e-13,1.2027719327349407
250,68,1.2924209718338197e-13,1.2078506479267164
275,64,1.3163967382539825e-13,1.209369251699323
35,48,1.2946404096179786e-13,1.211902349127528
75,68,1.3046661145007007e-13,1.21372774005899
225,54,1.299423689437448e-13,1.2138062084930819
275,60,1.320537120655577e-13,1.216233423302273
240,66,1.2900717598449986e-13,1.216355465140436
70,48,1.3285645900478008e-13,1.2173561286436083
225,58,1.2956960765869524e-13,1.2257894714393545
70,68,1.2966187250555325e-13,1.2263745377895625
30,50,1.2915678185829151e-13,1.2266266767178564
85,54,1.338257326673498e-13,1.2267685411869267
230,62,1.2921858582705838e-13,1.2305669509056638
260,52,1.318117780096156e-13,1.2322350085046483
55,66,1.2823540045537299e-13,1.241770160083144
270,68,1.3065195151444037e-13,1.2418221067073587
30,56,1.2841096720941926e-13,1.245295070533799
80,68,1.311590461606809e-13,1.2459957205135148
90,62,1.3356042251704678e-13,1.2466302006057972
240,50,1.3072469427922003e-13,1.2470990138059759
90,60,1.337777906027748e-13,1.250497374916976
275,66,1.3133437748760383e-13,1.2544627955702246
235,50,1.305276399261962e-13,1.2546437018934646
245,50,1.309808074352392e-13,1.2570662442154878
275,58,1.3219885432490654e-13,1.2630765398009112
90,64,1.3328139025498138e-13,1.2672540317231056
50,46,1.3063841576805704e-13,1.2683268700353951
40,62,1.277545517580045e-13,1.268435805803468
225,52,1.300450383432786e-13,1.2688640798571091
45,46,1.3016001416718637e-13,1.2740019545466872
65,68,1.2892476239565937e-13,1.2740860609437143
35,60,1.2783454385725842e-13,1.2780372409851406
55,46,1.312147522316424e-13,1.2785786983931364
90,58,1.3395357180791122e-13,1.2791892362168882
250,50,1.3127218498124728e-13,1.2801360874135665
80,50,1.3360902891374152e-13,1.2822629419342728
245,68,1.2883216672335682e-13,1.2828120821727198
230,50,1.3033637713290463e-13,1.2873845548281193
270,54,1.3232240105461033e-13,1.2876734774688303
30,48,1.29226323579925e-13,1.293700867608656
40,46,1.2979031252964163e-13,1.296365960503163
225,60,1.2925274438245642e-13,1.299145568718942
60,46,1.3181771786874123e-13,1.302491600337598
45,64,1.2770218310554999e-13,1.3038105483615
265,52,1.321712171666784e-13,1.3046799526934947
75,48,1.3329842340648524e-13,1.3051112326333032
85,68,1.3183493593836664e-13,1.3087298285469706
85,52,1.339139714381042e-13,1.31515665073754
255,50,1.3161747656464465e-13,1.3176692644862764
90,66,1.3293313219396473e-13,1.3197486878608204
260,70,1.2950983961263433e-13,1.3258291934578113
90,56,1.340841537987409e-13,1.3277521429052892
275,68,1.3100859113636494e-13,1.3281848549258681
30,58,1.280218693860581e-13,1.3292200816182633
275,56,1.3233939719507066e-13,1.3327981240078997
220,56,1.2956360959072662e-13,1.3370280875199605
265,70,1.2988155551822823e-13,1.3380762615252129
255,70,1.291237189685505e-13,1.339015653543001
35,46,1.294748892781531e-13,1.339422349084224
220,54,1.2971720128426255e-13,1.3413186004369737
235,66,1.286138945145603e-13,1.343445436479548
25,52,1.288597924313062e-13,1.3446135707167837
65,46,1.3239699002105064e-13,1.3446960173545208
60,68,1.2830731804581507e-13,1.3523737848640118
230,64,1.287576146361042e-13,1.3527117379199671
225,50,1.3011215478695582e-13,1.3570215730312964
25,54,1.286027344447567e-13,1.3583304161092444
25,50,1.2899767368298566e-13,1.3600448870238837
280,62,1.319853076170245e-13,1.3605193667624635
280,64,1.3179257872043911e-13,1.362980719178238
50,66,1.2771419687500072e-13,1.3677967482515234
270,70,1.3027266441618608e-13,1.3688282353377623
260,50,1.3197068038448234e-13,1.3764518823886502
280,60,1.3214904225747214e-13,1.3827474857962272
220,52,1.2982562496145788e-13,1.3828625697876908
240,48,1.3078097431046252e-13,1.3889189477641168
235,48,1.3055372105126277e-13,1.3895330376563575
240,68,1.2839895275095832e-13,1.3898098547696929
220,58,1.2928619608116727e-13,1.3899719745750052
280,66,1.3155634763210153e-13,1.391774240435908
250,70,1.286633688634316e-13,1.396752792897443
75,70,1.2994933258157526e-13,1.3968972689758419
90,54,1.3419734542500482e-13,1.3972070040698386
225,62,1.2886667462209694e-13,1.398167830928898
30,46,1.292224731816741e-13,1.4034329181039085
70,46,1.3287606383077822e-13,1.403666445882262
270,52,1.3247092395344474e-13,1.4043785039954455
90,68,1.3250653346346757e-13,1.405622023946866
245,48,1.3105911306893713e-13,1.4067059390382457
25,48,1.2906638064823272e-13,1.4079820725829144
80,70,1.306665777008486e-13,1.410627687957573
230,48,1.3035413297323035e-13,1.4126747504462822
25,56,1.282723068771987e-13,1.4161921555073536
80,48,1.336613673205822e-13,1.4249931315233957
95,62,1.3394751502447347e-13,1.4255599765232714
275,54,1.3249690178095623e-13,1.4257919218751676
280,58,1.3229520219231237e-13,1.429414229335283
85,50,1.3398922849563952e-13,1.4297779337917222
35,62,1.273909391117578e-13,1.4308023449869554
70,70,1.2912578638628407e-13,1.4324202220815132
250,48,1.313729353493364e-13,1.4349263915681911
275,70,1.3065972462703036e-13,1.4354051661686675
95,64,1.3369073246315327e-13,1.436478981749174
95,60,1.341643434734444e-13,1.440402988569835
265,50,1.3234568327524795e-13,1.443248136473292
280,68,1.3128020190827968e-13,1.4516403245057208
40,64,1.2726890671867163e-13,1.4524094292618372
85,70,1.3134450922557871e-13,1.452767879758446
30,60,1.2761039441117888e-13,1.4534195805796148
220,50,1.298997641846638e-13,1.4595357371173463
45,44,1.301375515259871e-13,1.4609521919127386
55,68,1.2773701552961436e-13,1.4641081311032609
50,44,1.3064886049797018e-13,1.4646106113803596
225,48,1.3013647347949565e-13,1.468834474921147
220,60,1.2895297919939904e-13,1.4710709676596019
40,44,1.2974926921263793e-13,1.4733173713709808
255,48,1.3173601923719633e-13,1.474293898791373
95,58,1.34350371223913e-13,1.4754439536157613
95,66,1.3337744513961703e-13,1.4757051747592929
55,44,1.3121980473086456e-13,1.4821722340467025
245,70,1.2821504086842124e-13,1.483084616684387
75,46,1.3331080527496792e-13,1.486131439929534
90,52,1.3428644247702267e-13,1.4876195135882775
215,54,1.2953486047831276e-13,1.4906762835274978
25,46,1.2907786094484945e-13,1.4964714940993082
280,56,1.3245723225502888e-13,1.4973623958304096
65,70,1.2841284321175476e-13,1.4997466246015296
215,56,1.2937170521928165e-13,1.5020616967474276
60,44,1.3190666250297264e-13,1.503246834176621
35,44,1.2942755079645955e-13,1.5042304782126383
230,66,1.2817443723702647e-13,1.5069501976800002
20,52,1.2880917215948012e-13,1.5078588838101528
25,58,1.2791732107423834e-13,1.5114791942590053
45,66,1.2721272863543438e-13,1.5118455403273492
20,50,1.289440091016131e-13,1.515840956992297
215,52,1.2962768762613558e-13,1.5199842695853403
260,48,1.3209421785201278e-13,1.522529743934117
95,56,1.34482600411655e-13,1.5242597842918444
90,70,1.3202629649833381e-13,1.527499539637796
265,72,1.2939849220278724e-13,1.527856336911901
225,64,1.2834780650109162e-13,1.5283039827238212
235,68,1.2796968998573268e-13,1.5284885665516543
260,72,1.2896294541480258e-13,1.5315385202207201
275,52,1.3266940133583268e-13,1.5336126617773727
20,54,1.2856664947079622e-13,1.5346028755118077
270,50,1.326169036088956e-13,1.5356576646465894
270,72,1.2983174327436962e-13,1.5413489642774507
280,70,1.3097367377608644e-13,1.5420949621944076
235,46,1.3058198984145872e-13,1.5443059065996863
95,68,1.330146764968452e-13,1.5466293603214052
240,46,1.308207013702208e-13,1.5498173863935045
285,64,1.318044949461519e-13,1.5505308797652362
20,48,1.2899676542380927e-13,1.550617841828751
30,44,1.2916633853173477e-13,1.5509908719976515
285,62,1.3200012253156157e-13,1.5526414135772084
255,72,1.2853182027380616e-13,1.5581669893345955
220,48,1.2993114280836086e-13,1.559411441768787
230,46,1.3036740773685856e-13,1.5597237418832728
65,44,1.3238429512430444e-13,1.5607558093863438
215,58,1.290708278645504e-13,1.565023433977235
85,48,1.3404767459577166e-13,1.568061095803335
245,46,1.3110475457863067e-13,1.56899501367438
285,66,1.3160860160691585e-13,1.5710953915290748
265,48,1.3244857627346393e-13,1.575573415270893
285,60,1.3219048346947403e-13,1.5760092146084548
220,62,1.2852689749940987e-13,1.5777413020441244
280,54,1.326426604030966e-13,1.5832726707939133
215,50,1.2969371778648393e-13,1.5846578789862789
275,72,1.3025600655156278e-13,1.5874631804590011
250,46,1.3142319843001411e-13,1.5921361493851185
60,70,1.2779372724543888e-13,1.5939895956343704
95,54,1.345844740075341e-13,1.5941751112609484
240,70,1.2774932590095993e-13,1.5983577594759537
80,46,1.3368459669293668e-13,1.598544945810316
90,50,1.3436374033546897e-13,1.6006402284947447
50,68,1.2718579348785623e-13,1.6011712555575215
225,46,1.3014700173553339e-13,1.6028100462955273
20,56,1.2826208456064772e-13,1.6066533559369631
80,72,1.3013754135997492e-13,1.6174224618937547
70,44,1.3286874435808198e-13,1.6178961878948406
30,62,1.2720777970678208e-13,1.6180011320826377
285,68,1.3138922687217682e-13,1.6182900820903279
285,58,1.323855666274595e-13,1.6185870051990183
25,44,1.2902634661324562e-13,1.6200739300466376
255,46,1.3179545049922685e-13,1.6206626243915367
20,46,1.290028058886533e-13,1.621628089867191
100,62,1.3430752804823275e-13,1.6232233095250967
75,72,1.2939367664275461e-13,1.6256166122361297
100,64,1.3405697754386004e-13,1.6259918688173933
250,72,1.280266820305927e-13,1.6279173233241178
35,64,1.2694090915747397e-13,1.628066683315481
85,72,1.3082254503276384e-13,1.6363386767375423
95,70,1.3258795486528113e-13,1.6420970065417344
100,60,1.3451735654911506e-13,1.6430911339527932
25,60,1.2754956243384786e-13,1.6470443136851447
215,60,1.2872387092309292e-13,1.6485663368894012
270,48,1.3269998010250606e-13,1.651508173523764
275,50,1.3281706256259954e-13,1.652756787520869
100,66,1.3375855013221834e-13,1.6536293043361179
260,46,1.321643977801478e-13,1.6549774599659686
210,54,1.2941034019575132e-13,1.6558264470653166
280,72,1.3060731947496802e-13,1.6724162578422128
40,66,1.2678010203605126e-13,1.6735991983916558
210,52,1.2948453476927572e-13,1.674572100530276
215,48,1.2972920330054986e-13,1.6771715183993412
285,56,1.325973732991216e-13,1.677987324279814
280,52,1.32824004029109e-13,1.6789710813334269
100,58,1.3468761005683213e-13,1.6807860995874733
15,50,1.2900356059480177e-13,1.6809873538262115
220,46,1.2992580354435546e-13,1.6817388973684853
210,56,1.2922231803179945e-13,1.6819051079428955
40,42,1.2968493598290899e-13,1.68335753091682
95,52,1.3466195108373498e-13,1.6835359646537131
70,72,1.2857582984263704e-13,1.6842494348770813
45,42,1.3009457780040607e-13,1.6845069659971785
15,52,1.2887863900797984e-13,1.6862403978425633
90,72,1.314830329526231e-13,1.6877515090892348
225,66,1.277541725414981e-13,1.688800985006192
75,44,1.3328620136574823e-13,1.6905280394382307
285,70,1.3115203215082898e-13,1.6930402731266994
230,68,1.275267244244044e-13,1.697330262952347
265,46,1.324971617349955e-13,1.6992864908688807
35,42,1.2935903873506958e-13,1.6993119878990428
50,42,1.306337711702108e-13,1.6996902881073481
15,48,1.2903735541157792e-13,1.7027128620363128
100,68,1.334078926866767e-13,1.7094037255530936
220,64,1.2797922939810749e-13,1.712484278013859
240,44,1.30815190556433e-13,1.714118765151755
20,58,1.2794899809149847e-13,1.7157229523287638
235,44,1.3057836968179387e-13,1.7160075415315283
55,70,1.272000770823624e-13,1.7175569292629551
245,72,1.275432897602822e-13,1.7197708476472382
245,44,1.310851336711182e-13,1.7201754580038806
20,44,1.2895509447945277e-13,1.722307762216443
230,44,1.3035622245803915e-13,1.725942525366808
210,50,1.2952432291092374e-13,1.7268476448504222
55,42,1.3118461163861099e-13,1.7276420412665026
85,46,1.3408128970527127e-13,1.7279425235204104
100,56,1.3478417327399048e-13,1.7309395827759093
90,48,1.3442002088269526e-13,1.7310398670698603
15,54,1.2865552474728054e-13,1.7322558414025617
30,42,1.2908616462844907e-13,1.7330701953258276
250,44,1.3141722826697096e-13,1.7364428778365082
210,58,1.2892840592785975e-13,1.7415778164805475
235,70,1.2729019611808576e-13,1.744547400227133
285,54,1.328192162833787e-13,1.749328399986481
270,74,1.2935006755053771e-13,1.7497558097942019
275,48,1.3290746859212956e-13,1.7505074994560015
215,62,1.2825486747387488e-13,1.7549116462381114
265,74,1.2884374792658592e-13,1.7550094247082857
225,44,1.3013606212583768e-13,1.756449380462777
45,68,1.2668430524966195e-13,1.758005515471003
255,44,1.318090049814475e-13,1.7580213439856378
15,46,1.2902868763276737e-13,1.7594514213422736
290,62,1.320907612134291e-13,1.7616843321469697
290,64,1.3185792924764072e-13,1.7620695168086877
65,72,1.2786902924824956e-13,1.7657643193032702
60,42,1.317725789856433e-13,1.7672580965708562
270,46,1.3276432919838242e-13,1.7685786153027583
260,74,1.2836969646956562e-13,1.7686848498986654
95,72,1.3207532710476797e-13,1.7699065977321533
280,50,1.3297958141930777e-13,1.773250827142162
275,74,1.2981514519705016e-13,1.7772557752613642
290,60,1.3232305226014756e-13,1.7794205883060568
290,66,1.3163475990953486e-13,1.7819547972720338
25,42,1.2893046643563233e-13,1.783626172072428
260,44,1.3219688500478182e-13,1.787669544082753
95,50,1.3472324453669494e-13,1.7887500756059396
100,70,1.329842551438294e-13,1.7899154829271062
215,46,1.297147135648617e-13,1.7899939554858346
80,44,1.336745061717922e-13,1.7910045811640192
285,72,1.308654237099533e-13,1.7990378966123255
100,54,1.3485724281711434e-13,1.799351677155963
255,74,1.2789300914650657e-13,1.8079944663294127
210,48,1.295371976076573e-13,1.8130360433828108
290,58,1.3256365396369665e-13,1.8133370162268267
65,42,1.323151923422687e-13,1.8149788558959343
205,54,1.2938072256813831e-13,1.8157853902341263
220,44,1.2989384395868083e-13,1.820070039457134
210,60,1.2857895706859364e-13,1.8206329186113492
25,62,1.271907305994275e-13,1.8209722242203248
285,52,1.330240295486657e-13,1.8214637890786587
15,56,1.2837336835492663e-13,1.8216403706898676
290,68,1.3140885124866676e-13,1.8227855490858245
30,64,1.267996624253537e-13,1.8237222661175516
105,64,1.342540347632884e-13,1.8295775725257462
205,52,1.29429010193153e-13,1.8296350973046982
105,62,1.3449606697042737e-13,1.831391886797458
265,44,1.3251759851374774e-13,1.833094848396567
240,72,1.2706601111402877e-13,1.8418520651225547
280,74,1.3018928878470254e-13,1.8428958234455721
15,44,1.289803606262884e-13,1.8435960375647527
85,74,1.3025412053068937e-13,1.8455731036486522
80,74,1.2957461913512544e-13,1.849200095889694
105,66,1.3396990041757402e-13,1.849763929574092
205,56,1.291752004261512e-13,1.852869144168751
105,60,1.3470453743465169e-13,1.854477921273518
290,56,1.3280740540572656e-13,1.856446585434139
280,48,1.3310382809656427e-13,1.857637171614979
275,46,1.3299314181978726e-13,1.8588509598020464
35,66,1.2647487593952286e-13,1.860471842644868
20,42,1.2886046508955748e-13,1.861902694185522
10,50,1.291837365694879e-13,1.8647803132755303
50,70,1.2662213422262316e-13,1.8652841149919452
20,60,1.2762201758824116e-13,1.8659720919101734
70,42,1.327875602540318e-13,1.8668111615705956
240,42,1.3073829117671847e-13,1.8676465092940777
235,42,1.304947010803907e-13,1.8679761926103648
220,66,1.273880194811773e-13,1.869886227570596
10,48,1.2920348449726126e-13,1.8710809654496166
60,72,1.2722408839264304e-13,1.8746183686401547
205,50,1.2942956485149584e-13,1.875163129771993
90,74,1.3089219009855433e-13,1.8762323916399353
245,42,1.3101324123127027e-13,1.8770952015135518
225,68,1.2709960431011998e-13,1.8795027761927632
250,74,1.2735830803447524e-13,1.8815253118181379
100,52,1.3490207725222472e-13,1.8820037216023782
75,74,1.2883077973156121e-13,1.883010818955134
230,42,1.3027087596198756e-13,1.8832716749457667
90,46,1.3446118507799436e-13,1.8839604174075442
290,70,1.3118063979296787e-13,1.8852032440080326
10,52,1.2905188629517763e-13,1.887842819537104
285,50,1.332014648627071e-13,1.889232321585895
215,64,1.2772229057469904e-13,1.889301886525057
250,42,1.313854896905388e-13,1.8910663933590657
105,68,1.3363474457968575e-13,1.894985327808326
270,44,1.3281299899048585e-13,1.895637422114554
105,58,1.3485300768976296e-13,1.8962584607641164
100,72,1.3245132886148808e-13,1.8990576189059158
290,54,1.330479641668965e-13,1.9037250699588713
205,58,1.288880217026742e-13,1.9081011371304344
255,42,1.3179609426012113e-13,1.9092612593373475
10,46,1.2916687284726017e-13,1.9092711273665697
95,48,1.3476529386524114e-13,1.910636817709857
85,44,1.3407900699698534e-13,1.9133991862052806
215,44,1.2967709168036914e-13,1.9143329792238106
225,42,1.3006534385941284e-13,1.9175638126197956
230,70,1.268564404152325e-13,1.9176239115306593
210,46,1.295108878473239e-13,1.919712711589999
210,62,1.2809331716108516e-13,1.9213598231305258
35,40,1.2926483203033357e-13,1.923943078616771
40,40,1.2960343906811746e-13,1.9239862495744846
75,42,1.331836805947658e-13,1.9329176467172717
95,74,1.3150430603378038e-13,1.9330206869355437
40,68,1.2625438193427193e-13,1.9338235962796966
260,42,1.3218900313657467e-13,1.9364076958419678
45,40,1.3003881127717092e-13,1.9393369611753577
30,40,1.28983142447736e-13,1.9404258978080928
285,74,1.3051724862355082e-13,1.944093979030459
15,58,1.280810228011725e-13,1.9450780443731586
105,56,1.3495153685853863e-13,1.9511653297631026
10,54,1.2882862363306953e-13,1.9516279969350032
290,52,1.3326914756447378e-13,1.952253262831782
205,48,1.2940904232436515e-13,1.9533531692319246
280,46,1.3322172827353776e-13,1.954409430568083
70,74,1.2800746921522213e-13,1.957729477804206
285,48,1.3335727514581996e-13,1.9599458171224482
15,42,1.2889771918488183e-13,1.9603876329696117
105,70,1.3323707328526115e-13,1.9631456192021972
50,40,1.3057825968132579e-13,1.9653913546523378
25,40,1.288112662492342e-13,1.9719236195033871
275,44,1.3306969552010374e-13,1.9744842313780664
265,42,1.3248998097755247e-13,1.9762898278032053
220,42,1.2982686391589682e-13,1.97698675237974
10,44,1.2910262991111789e-13,1.9772236377325376
290,72,1.3091615745673387e-13,1.9775517934346407
295,62,1.3227924800622658e-13,1.9788856151606882
245,74,1.2684023725842951e-13,1.9799810983092314
205,60,1.2850137705975497e-13,1.9800178851394985
100,50,1.3494732134292863e-13,1.9813837226578987
295,60,1.3253263261208467e-13,1.9854767085195069
295,64,1.320101844262107e-13,1.9859211776900323
200,54,1.2940627217546187e-13,1.9860493553344125
235,72,1.2659082011528395e-13,1.9919990813485187
200,52,1.2945896827818782e-13,1.9933155533452718
295,58,1.3277769665108538e-13,1.9983755673459214
270,76,1.2878068723069028e-13,2.001636259983205
290,50,1.3345832061471386e-13,2.001648381623089
55,40,1.3110188464446243e-13,2.0033185145960766
275,76,1.2932883872475442e-13,2.004629040154108
55,72,1.266048456691903e-13,2.0083271070835527
295,66,1.3174921347186474e-13,2.009793252552995
105,54,1.3500697419667443e-13,2.0152553222280636
265,76,1.2823494937167585e-13,2.017228790884302
295,56,1.3302922812393247e-13,2.0201868879094445
200,56,1.2917644146773385e-13,2.0248647435969502
80,42,1.335856695643705e-13,2.0261982244013033
20,40,1.2873750033905435e-13,2.027111785292379
270,42,1.3280041612784588e-13,2.030709948619804
200,50,1.294307231135708e-13,2.032575164249917
235,40,1.303746271453629e-13,2.0335758184102013
210,44,1.2946627990007832e-13,2.0335813875105604
45,70,1.2611466246271765e-13,2.0355018544264016
260,76,1.2773996797211693e-13,2.0358176459936566
25,64,1.2681625294695992e-13,2.0359072524770796
240,40,1.306175223742539e-13,2.0367275088647494
100,74,1.319052054212759e-13,2.037996749174172
215,66,1.271402219030789e-13,2.039136971961229
110,64,1.3433586144159494e-13,2.040846234621776
230,40,1.3013831906776199e-13,2.0422091194279286
245,40,1.3090286705785185e-13,2.0431657547647686
285,46,1.3348741335828813e-13,2.044392955613529
210,64,1.275595533988961e-13,2.045532687275798
60,40,1.3165741269251883e-13,2.0470853091529913
10,56,1.2855433370624946e-13,2.0493310741897863
295,54,1.332755110499938e-13,2.0507745819887413
295,68,1.3149171392988893e-13,2.051063123895911
110,62,1.3458903689354662e-13,2.051128783092618
20,62,1.2728722268968674e-13,2.0515322491930577
